,title,style,size,ABV,IBU,OG,FG,color,method,views,brewed,rating,size_unit,author,author_name,boil_size,boil_time,boil_grav,pitch_rate,temp_prim,temp_unit,prim_method,prim_amount,prim_amount_unit,creation_date,url_beer,url_style,url_author,efficiency,mash_thick,sugar_scale
2988,lodgers bitter,American Pale Ale,2,4.62,24.34,1.043,1.008,13,All Grain,53,2,0.0,L,,,28.5,60,1.035,,,,,,,10/01/2018 08:19 AM,https://www.brewersfriend.com/homebrew/recipe/view/711895/lodgers-bitter,https://www.brewersfriend.com/styles/american-pale-ale/,,70,3.2,Specific Gravity
2989,Orange You Glad You Like Beer,American Wheat Beer,5.5,5.8,41.93,1.054,1.01,4,All Grain,145,2,0.0,Gal,144350,Brett M,8,60,1.037,0.35,68 , F,,,,09/30/2018 09:10 PM,https://www.brewersfriend.com/homebrew/recipe/view/711727/orange-you-glad-you-like-beer,https://www.brewersfriend.com/styles/american-wheat-beer/,https://www.brewersfriend.com/homebrew/brewer/144350,70,1.25,Specific Gravity
2990,Ozarks Vienna Lager,Vienna Lager,1,5.68,39.95,1.051,1.008,9,All Grain,236,2,0.0,Gal,5889,Ozarks Mountain Brew,15,60,1.041,0.35,62 , F,,,,09/30/2018 07:42 PM,https://www.brewersfriend.com/homebrew/recipe/view/711678/ozarks-vienna-lager,https://www.brewersfriend.com/styles/vienna-lager/,https://www.brewersfriend.com/homebrew/brewer/5889,80,1.7,Specific Gravity
2991,Buzz Scaggs Coffee porter,American Porter,5.5,5.25,39.92,1.054,1.014,43,BIAB,56,2,0.0,Gal,188886,Yacht Rock Brewing,6,60,1.05,0.35,68 , F,White Cane Sugar,140,g,09/29/2018 08:32 PM,https://www.brewersfriend.com/homebrew/recipe/view/711289/buzz-scaggs-coffee-porter,https://www.brewersfriend.com/styles/american-porter/,https://www.brewersfriend.com/homebrew/brewer/188886,65,,Specific Gravity
2992,Aww... Snap,No Profile Selected,5.5,5.45,20.23,1.054,1.012,8,All Grain,37,2,0.0,Gal,18665,Nu Home Brew & Bottles,6.41,60,1.046,,,,,,,09/29/2018 06:09 PM,https://www.brewersfriend.com/homebrew/recipe/view/711234/aww-snap,https://www.brewersfriend.com/styles/no-profile-selected/,https://www.brewersfriend.com/homebrew/brewer/18665,75,,Specific Gravity
2993,Heady Clogger 190118,Specialty IPA: New England IPA,1,8.02,191.27,1.082,1.021,6,All Grain,43,2,0.0,Gal,,snu164,12.5,60,1.072,0.5,68 , F,,,,09/28/2018 06:09 AM,https://www.brewersfriend.com/homebrew/recipe/view/710586/heady-clogger-190118,https://www.brewersfriend.com/styles/specialty-ipa-new-england-ipa/,,78,1.5,Specific Gravity
2994,MAY THE SCHWARZBIER WITH YOU,Schwarzbier,5.25,5.91,28.94,1.054,1.009,24,BIAB,47,2,0.0,Gal,46008,king_ryan,7.5,60,1.038,,55 , F,,,,09/28/2018 02:28 AM,https://www.brewersfriend.com/homebrew/recipe/view/710544/may-the-schwarzbier-with-you,https://www.brewersfriend.com/styles/schwarzbier/,https://www.brewersfriend.com/homebrew/brewer/46008,75,,Specific Gravity
2995,Pineapple Cream IPA,American IPA,6,6.27,67.23,1.065,1.018,2,Extract,69,2,0.0,Gal,,,6.5,60,1.017,,,,,,,09/27/2018 10:00 PM,https://www.brewersfriend.com/homebrew/recipe/view/710469/pineapple-cream-ipa,https://www.brewersfriend.com/styles/american-ipa/,,35,,Specific Gravity
2996,Sierra Nevada Pale Ale Clone,English IPA,5.5,6.17,40.28,1.066,1.019,8,All Grain,56,2,0.0,Gal,195819,Qtiphead,7,60,1.052,1.0,68 , F,,,,09/27/2018 08:41 PM,https://www.brewersfriend.com/homebrew/recipe/view/710442/sierra-nevada-pale-ale-clone,https://www.brewersfriend.com/styles/english-ipa/,https://www.brewersfriend.com/homebrew/brewer/195819,79,,Specific Gravity
2997,Centennial Blonde,Blonde Ale,1,4.37,19.55,1.044,1.011,4,All Grain,73,2,0.0,Gal,195821,enjoi123,12.125,30,1.04,0.35,68 , F,,,,09/27/2018 08:37 PM,https://www.brewersfriend.com/homebrew/recipe/view/710441/centennial-blonde,https://www.brewersfriend.com/styles/blonde-ale/,https://www.brewersfriend.com/homebrew/brewer/195821,75,1.5,Specific Gravity
2998,Ozarks Red,Doppelbock,1,5.26,54.28,1.05,1.01,16,All Grain,183,2,5.0,Gal,5889,Ozarks Mountain Brew,15,60,1.04,,60 , F,,,,09/27/2018 04:17 PM,https://www.brewersfriend.com/homebrew/recipe/view/710325/ozarks-red,https://www.brewersfriend.com/styles/doppelbock/,https://www.brewersfriend.com/homebrew/brewer/5889,80,1.75,Specific Gravity
2999,2018/14 Oktober Traditional Kölsch,Kölsch,1,6.58,49.67,1.065,1.015,4,All Grain,71,2,0.0,L,112585,Gravity,16,60,1.041,0.5,,,,,,09/27/2018 03:23 PM,https://www.brewersfriend.com/homebrew/recipe/view/710304/2018-14-oktober-traditional-klsch,https://www.brewersfriend.com/styles/kolsch/,https://www.brewersfriend.com/homebrew/brewer/112585,70,3,Specific Gravity
3000,Honey American Wheat,American Wheat Beer,5.5,4.28,24.52,1.043,1.01,4,All Grain,102,2,0.0,Gal,118332,threeamigosbeer,7.5,60,1.031,,,,,,,09/27/2018 02:20 PM,https://www.brewersfriend.com/homebrew/recipe/view/710283/honey-american-wheat,https://www.brewersfriend.com/styles/american-wheat-beer/,https://www.brewersfriend.com/homebrew/brewer/118332,70,1.5,Specific Gravity
3001,Chocolate Achromatic Stout Recipe,Imperial Stout,5.5,11.87,53.17,1.117,1.027,44,All Grain,109,2,0.0,Gal,195751,bentarnowski,7.5,75,1.086,1.25,68 , F,,,,09/27/2018 12:49 PM,https://www.brewersfriend.com/homebrew/recipe/view/710235/chocolate-achromatic-stout-recipe,https://www.brewersfriend.com/styles/imperial-stout/,https://www.brewersfriend.com/homebrew/brewer/195751,72,1.25,Specific Gravity
3002,IMPERIAL SWAN - RED IIPA / MASH x PHBS COLAB,Specialty IPA: Red IPA,2,8.03,57.18,1.075,1.014,14,All Grain,1513,2,0.0,L,43854,nvs-brew,28.5,60,1.066,,,,,,,09/27/2018 01:49 AM,https://www.brewersfriend.com/homebrew/recipe/view/710122/imperial-swan-red-iipa-mash-x-phbs-colab,https://www.brewersfriend.com/styles/specialty-ipa-red-ipa/,https://www.brewersfriend.com/homebrew/brewer/43854,75,3,Specific Gravity
3003,North Shore Blond,American IPA,5,6.52,76.03,1.061,1.012,8,BIAB,67,2,0.0,Gal,80271,aww001,6,60,1.051,,,,,,,09/26/2018 07:33 PM,https://www.brewersfriend.com/homebrew/recipe/view/710007/north-shore-blond,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/80271,80,,Specific Gravity
3004,Hazy Pumpkin IPA,American IPA,5.5,5.49,97.62,1.056,1.015,12,Extract,65,2,0.0,Gal,132307,Irishfamily4,3,60,1.096,0.35,68 , F,,,,09/25/2018 10:12 PM,https://www.brewersfriend.com/homebrew/recipe/view/709612/hazy-pumpkin-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/132307,35,,Specific Gravity
3005,LC Rogers Cone Dark,American Amber Ale,2,5.69,25.42,1.054,1.01,29,Extract,152,2,0.0,L,195308,Quinny,10,60,1.038,,,,,,,09/25/2018 07:05 AM,https://www.brewersfriend.com/homebrew/recipe/view/709259/lc-rogers-cone-dark,https://www.brewersfriend.com/styles/american-amber-ale/,https://www.brewersfriend.com/homebrew/brewer/195308,35,,Specific Gravity
3006,TELEVISI STAR,American Pale Ale,1,5.45,40.96,1.051,1.01,12,Extract,77,2,0.0,L,172861,soedibjolutz,12,60,1.068,,,,,,,09/24/2018 04:36 AM,https://www.brewersfriend.com/homebrew/recipe/view/708799/televisi-star,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/172861,70,,Specific Gravity
3007,Bourbon10gals 11%,Experimental Beer,1,11.5,0,1.116,1.028,4,All Grain,57,2,0.0,Gal,194959,Slorocker,12.5,60,1.102,0.35,72 , F,,,,09/23/2018 05:06 PM,https://www.brewersfriend.com/homebrew/recipe/view/708588/bourbon10gals-11-,https://www.brewersfriend.com/styles/experimental-beer/,https://www.brewersfriend.com/homebrew/brewer/194959,75,,Specific Gravity
3008,Peanut Butter Chocolate Stout,Sweet Stout,5.5,7.57,42.6,1.074,1.016,50,All Grain,81,2,0.0,Gal,194908,alexjesus7,7.5,60,1.054,,68 , F,,,,09/23/2018 04:03 PM,https://www.brewersfriend.com/homebrew/recipe/view/708560/peanut-butter-chocolate-stout,https://www.brewersfriend.com/styles/sweet-stout/,https://www.brewersfriend.com/homebrew/brewer/194908,75,1.25,Specific Gravity
3009,Over the hill Hefeweizen - Apple #2,Weizen/Weissbier,3,7.02,14.96,1.061,1.007,6,All Grain,27,2,0.0,Gal,141905,Crazy Williez,33,60,1.057,0.5,68 , F,Corn Sugar ,8,oz,09/23/2018 02:48 PM,https://www.brewersfriend.com/homebrew/recipe/view/708507/over-the-hill-hefeweizen-apple-2,https://www.brewersfriend.com/styles/weizen-weissbier/,https://www.brewersfriend.com/homebrew/brewer/141905,72,1.25,Specific Gravity
3010,Rye Like the Wind IPA,Specialty IPA: Rye IPA,5,5.9,191.53,1.06,1.015,4,BIAB,99,2,0.0,Gal,188886,Yacht Rock Brewing,6,60,1.05,0.35,,,,,,09/22/2018 10:35 PM,https://www.brewersfriend.com/homebrew/recipe/view/708317/rye-like-the-wind-ipa,https://www.brewersfriend.com/styles/specialty-ipa-rye-ipa/,https://www.brewersfriend.com/homebrew/brewer/188886,59,,Specific Gravity
3011,NE IPA v1,Specialty IPA: New England IPA,2,6.42,79.12,16.1798,4.39179,6,All Grain,95,2,0.0,L,,[email protected],27,75,12.2,0.75,18 , C,,,,09/22/2018 09:38 AM,https://www.brewersfriend.com/homebrew/recipe/view/707985/ne-ipa-v1,https://www.brewersfriend.com/styles/specialty-ipa-new-england-ipa/,/cdn-cgi/l/email-protection,75,2.59,Plato
3012,Tripel Karmeliet klón,Belgian Tripel,1,9.46,39.02,1.082,1.01,9,All Grain,342,2,0.0,L,,,20,60,1.046,0.35,22 , C,,,,09/20/2018 03:15 PM,https://www.brewersfriend.com/homebrew/recipe/view/707221/tripel-karmeliet-kln,https://www.brewersfriend.com/styles/belgian-tripel/,,35,3,Specific Gravity
3013,Obese Towboat,American IPA,1,6.77,54.64,1.07,1.018,6,All Grain,92,2,4.0,Gal,51900,[email protected],12.5,60,1.061,1.0,62 , F,,,,09/20/2018 03:45 AM,https://www.brewersfriend.com/homebrew/recipe/view/707075/obese-towboat,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/51900,75,1.5,Specific Gravity
3014,Golden Ale,American Pale Ale,5,6.81,24.17,1.064,1.012,11,All Grain,84,2,0.0,Gal,100273,[email protected],7.5,60,1.043,0.35,,,,,,09/18/2018 03:25 AM,https://www.brewersfriend.com/homebrew/recipe/view/706251/golden-ale,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/100273,57,1.5,Specific Gravity
3015,From Russia With Love,Sweet Stout,4,6.09,31.69,1.061,1.015,40,BIAB,104,2,0.0,L,138763,Plesca Mihai,46,60,1.056,,20 , C,,,,09/17/2018 07:47 AM,https://www.brewersfriend.com/homebrew/recipe/view/705863/from-russia-with-love,https://www.brewersfriend.com/styles/sweet-stout/,https://www.brewersfriend.com/homebrew/brewer/138763,73,,Specific Gravity
3016,Double chocolate stout,Oatmeal Stout,5.5,6.71,46.03,1.07,1.019,41,All Grain,53,2,0.0,Gal,,,7.5,60,1.051,0.75,,,,,,09/16/2018 11:54 PM,https://www.brewersfriend.com/homebrew/recipe/view/705781/double-chocolate-stout,https://www.brewersfriend.com/styles/oatmeal-stout/,,75,,Specific Gravity
3017,Red IPA,Specialty IPA: Red IPA,5,5.9,107.8,1.06,1.015,19,All Grain,75,2,0.0,Gal,,,6,60,1.05,,,,,,,09/16/2018 02:09 PM,https://www.brewersfriend.com/homebrew/recipe/view/705524/red-ipa,https://www.brewersfriend.com/styles/specialty-ipa-red-ipa/,,72,1.4,Specific Gravity
3018,A Very Good IPA,American IPA,5,7.13,61.59,1.07,1.016,8,BIAB,69,2,0.0,Gal,83851,dnward,7,60,1.05,0.75,65 , F,,,,09/15/2018 07:31 PM,https://www.brewersfriend.com/homebrew/recipe/view/705275/a-very-good-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/83851,80,,Specific Gravity
3019,Rwanda IPA,American IPA,5,5.06,28.18,1.046,1.008,8,BIAB,69,2,4.0,L,193344,Brew_Beeard,10,60,1.023,0.35,22 , C,,,,09/15/2018 02:45 PM,https://www.brewersfriend.com/homebrew/recipe/view/705097/rwanda-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/193344,70,,Specific Gravity
3020,Nikpmup October Ale,"Spice, Herb, or Vegetable Beer",6,5.72,26.06,1.055,1.012,12,All Grain,62,2,0.0,Gal,93354,3 Car Garage Brewing,7.3,60,1.044,,,,,,,09/14/2018 10:18 PM,https://www.brewersfriend.com/homebrew/recipe/view/704839/nikpmup-october-ale,https://www.brewersfriend.com/styles/spice-herb-or-vegetable-beer/,https://www.brewersfriend.com/homebrew/brewer/93354,65,1.5,Specific Gravity
3021,Black Friday Lager- Wheat,American Light Lager,3.4,6.28,25.96,1.061,1.013,36,BIAB,60,2,0.0,Gal,,,4.7,40,1.044,,,,,,,09/14/2018 05:32 PM,https://www.brewersfriend.com/homebrew/recipe/view/704713/black-friday-lager-wheat,https://www.brewersfriend.com/styles/american-light-lager/,,65,,Specific Gravity
3022,Amberosia,American Amber Ale,6,5.85,29.51,1.058,1.013,11,All Grain,56,2,0.0,Gal,,,8,60,1.033,0.75,68 , F,,,,09/14/2018 03:26 PM,https://www.brewersfriend.com/homebrew/recipe/view/704658/amberosia,https://www.brewersfriend.com/styles/american-amber-ale/,,70,1.5,Specific Gravity
3023,edworts haus pale ale,American Pale Ale,5.5,4.81,40.69,1.047,1.01,3,All Grain,84,2,0.0,Gal,,,7,60,1.037,,,,,,,09/14/2018 12:45 AM,https://www.brewersfriend.com/homebrew/recipe/view/704447/edworts-haus-pale-ale,https://www.brewersfriend.com/styles/american-pale-ale/,,70,1.7,Specific Gravity
3024,Wehnäbock,Weizenbock,6,6.15,33.21,1.063,1.016,9,BIAB,56,2,0.0,L,86665,Darep,7.7,60,1.049,,,,,,,09/13/2018 09:26 PM,https://www.brewersfriend.com/homebrew/recipe/view/704370/wehnbock,https://www.brewersfriend.com/styles/weizenbock/,https://www.brewersfriend.com/homebrew/brewer/86665,80,,Specific Gravity
3025,Smoky English Nut Brown,Classic Style Smoked Beer,6,6.31,34.87,1.064,1.016,17,All Grain,152,2,0.0,Gal,142735,Ottowerks,7.5,60,1.052,1.0,67 , F,,,,09/13/2018 05:25 PM,https://www.brewersfriend.com/homebrew/recipe/view/704258/smoky-english-nut-brown,https://www.brewersfriend.com/styles/classic-style-smoked-beer/,https://www.brewersfriend.com/homebrew/brewer/142735,75,1.5,Specific Gravity
3026,Citrus,Blonde Ale,8.5,5.21,20.39,1.05,1.01,5,All Grain,176,2,0.0,Gal,175464,Joe Aguilar,9.5,60,1.045,,72 , F,,,,09/12/2018 07:43 PM,https://www.brewersfriend.com/homebrew/recipe/view/703867/citrus,https://www.brewersfriend.com/styles/blonde-ale/,https://www.brewersfriend.com/homebrew/brewer/175464,77,1.5,Specific Gravity
3027,Genus Count Chocula RIS,Russian Imperial Stout,7,9.29,120.4,1.088,1.017,34,Extract,544,2,0.0,Gal,,,50,40,1.123,,,,,,,09/12/2018 06:01 PM,https://www.brewersfriend.com/homebrew/recipe/view/703815/genus-count-chocula-ris,https://www.brewersfriend.com/styles/russian-imperial-stout/,,60,,Specific Gravity
3028,Victory & Chaos,Specialty IPA: Brown IPA,5.5,6.18,49.86,1.064,1.017,7,All Grain,134,2,0.0,Gal,143014,Tom Soden,6,60,1.058,,70 , F,,,,09/10/2018 11:49 PM,https://www.brewersfriend.com/homebrew/recipe/view/703103/victory-chaos,https://www.brewersfriend.com/styles/specialty-ipa-brown-ipa/,https://www.brewersfriend.com/homebrew/brewer/143014,68,1.7,Specific Gravity
3029,S'mores Stout,American Stout,5.5,6.93,12.58,1.078,1.025,30,All Grain,191,2,0.0,Gal,180257,unt,7.5,60,1.054,1.0,68 , F,,,,09/10/2018 04:14 PM,https://www.brewersfriend.com/homebrew/recipe/view/702883/s-mores-stout,https://www.brewersfriend.com/styles/american-stout/,https://www.brewersfriend.com/homebrew/brewer/180257,75,1.5,Specific Gravity
3030,NEIPA,Specialty IPA: New England IPA,5.5,5.24,36.94,1.055,1.015,5,All Grain,91,2,0.0,Gal,66111,Brian Lupo,7.5,60,1.04,,70 , F,,,,09/09/2018 02:19 PM,https://www.brewersfriend.com/homebrew/recipe/view/702414/neipa,https://www.brewersfriend.com/styles/specialty-ipa-new-england-ipa/,https://www.brewersfriend.com/homebrew/brewer/66111,54,1.5,Specific Gravity
3031,Arild Blonde,Blonde Ale,6,5.11,25.48,1.048,1.009,3,BIAB,356,2,0.0,L,,,13.5,60,1.021,0.35,20 , C,,,,09/09/2018 11:12 AM,https://www.brewersfriend.com/homebrew/recipe/view/702353/arild-blonde,https://www.brewersfriend.com/styles/blonde-ale/,,60,,Specific Gravity
3032,Venigar #1,Standard/Ordinary Bitter,4,10.36,0,1.106,1.027,6,BIAB,18,2,0.0,L,,,4,60,1.106,0.35,,,,,,09/09/2018 11:05 AM,https://www.brewersfriend.com/homebrew/recipe/view/702352/venigar-1,https://www.brewersfriend.com/styles/standard-ordinary-bitter/,,55,,Specific Gravity
3033,Fresh Squashed,American IPA,5.5,6.41,51.52,1.06,1.011,15,Extract,93,2,0.0,Gal,56791,mwpearce,6.5,60,1.051,,73 , F,,,,09/08/2018 02:30 PM,https://www.brewersfriend.com/homebrew/recipe/view/702003/fresh-squashed,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/56791,35,,Specific Gravity
3034,NB Cream ALE,Cream Ale,5.5,2.06,2.1,1.019,1.003,5,All Grain,104,2,0.0,Gal,191944,Martinorman,7.5,60,1.014,0.35,75 , F,corn sugar,5oz,,09/08/2018 05:17 AM,https://www.brewersfriend.com/homebrew/recipe/view/701887/nb-cream-ale,https://www.brewersfriend.com/styles/cream-ale/,https://www.brewersfriend.com/homebrew/brewer/191944,35,1.5,Specific Gravity
3035,Post Vacay PA,American Pale Ale,2,5.8,47.25,1.058,1.014,5,All Grain,39,2,0.0,L,,TheBuddster,32,60,1.038,,,,,,,09/08/2018 01:58 AM,https://www.brewersfriend.com/homebrew/recipe/view/701842/post-vacay-pa,https://www.brewersfriend.com/styles/american-pale-ale/,,65,3,Specific Gravity
3036,PB3,American IPA,5.5,6.98,56.06,1.071,1.018,22,Partial Mash,95,2,0.0,Gal,115172,trashpanda,6.5,60,1.06,0.35,65 , F,,,,09/07/2018 11:06 PM,https://www.brewersfriend.com/homebrew/recipe/view/701794/pb3,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/115172,73,,Specific Gravity
3037,Lager - Infusion,Czech Premium Pale Lager,2,4.24,46.49,1.043,1.011,4,All Grain,173,2,0.0,L,181191,mvosko,25,70,1.043,0.35,20 , C,,,,09/07/2018 06:49 PM,https://www.brewersfriend.com/homebrew/recipe/view/701667/lager-infusion,https://www.brewersfriend.com/styles/czech-premium-pale-lager/,https://www.brewersfriend.com/homebrew/brewer/181191,75,4,Specific Gravity
3038,Barley wine,English Barleywine,1,11.61,67.39,1.105,1.016,13,All Grain,92,2,0.0,L,79278,Nicked26,29,60,1.065,1.0,20 , C,,,,09/07/2018 09:17 AM,https://www.brewersfriend.com/homebrew/recipe/view/701451/barley-wine,https://www.brewersfriend.com/styles/english-barleywine/,https://www.brewersfriend.com/homebrew/brewer/79278,57,2,Specific Gravity
3039,Pumpkin Cream Ale,"Spice, Herb, or Vegetable Beer",5.25,5.63,15.39,1.053,1.01,3,Extract,91,2,0.0,Gal,,,6,60,1.046,0.35,68 , F,,,,09/06/2018 09:10 PM,https://www.brewersfriend.com/homebrew/recipe/view/701310/pumpkin-cream-ale,https://www.brewersfriend.com/styles/spice-herb-or-vegetable-beer/,,35,,Specific Gravity
3040,Blanchard's Amber Ale (Vienna),Vienna Lager,1,6.09,28,1.06,1.014,17,All Grain,142,2,0.0,Gal,91222,SCUBAFreaky,18.5,90,1.054,1.0,67 , F,,,,09/06/2018 06:56 PM,https://www.brewersfriend.com/homebrew/recipe/view/701263/blanchard-s-amber-ale-vienna-,https://www.brewersfriend.com/styles/vienna-lager/,https://www.brewersfriend.com/homebrew/brewer/91222,70,1.3,Specific Gravity
3041,Belgian sour,Lambic,2,5.09,25.37,1.052,1.013,4,All Grain,77,2,0.0,L,,,28.5,60,1.038,,,,,,,09/06/2018 12:46 PM,https://www.brewersfriend.com/homebrew/recipe/view/701108/belgian-sour,https://www.brewersfriend.com/styles/lambic/,,60,3,Specific Gravity
3042,Red IPA,Specialty IPA: Red IPA,2,6.1,20.34,1.056,1.01,16,BIAB,98,2,0.0,L,191249,maniuc123456,25.15,60,1.045,0.35,16 , C,,,,09/05/2018 08:08 PM,https://www.brewersfriend.com/homebrew/recipe/view/700899/red-ipa,https://www.brewersfriend.com/styles/specialty-ipa-red-ipa/,https://www.brewersfriend.com/homebrew/brewer/191249,60,,Specific Gravity
3043,American Blonde Ale,Blonde Ale,5,5.05,19.94,1.046,1.008,4,All Grain,77,2,0.0,L,173213,Nicolas Chavez,63,60,1.04,0.75,19 , C,,,,09/05/2018 12:00 AM,https://www.brewersfriend.com/homebrew/recipe/view/700521/american-blonde-ale,https://www.brewersfriend.com/styles/blonde-ale/,https://www.brewersfriend.com/homebrew/brewer/173213,70,3,Specific Gravity
3044,St Tims check,Belgian Dubbel,5,6.44,22.34,1.062,1.013,12,BIAB,79,2,0.0,Gal,14537,Quaff_an_ale,6.75,60,1.046,,68 , F,,,,09/03/2018 08:47 PM,https://www.brewersfriend.com/homebrew/recipe/view/700033/st-tims-check,https://www.brewersfriend.com/styles/belgian-dubbel/,https://www.brewersfriend.com/homebrew/brewer/14537,63,,Specific Gravity
3045,2-Row But It Got A Few In (1),American Light Lager,5,5.97,114.08,1.058,1.012,6,All Grain,84,2,0.0,Gal,29599,Mastermind171,6.5,60,1.044,0.35,70 , F,,,,09/03/2018 02:55 PM,https://www.brewersfriend.com/homebrew/recipe/view/699845/2-row-but-it-got-a-few-in-1-,https://www.brewersfriend.com/styles/american-light-lager/,https://www.brewersfriend.com/homebrew/brewer/29599,60,1.5,Specific Gravity
3046,12th Of Never Clone (Working),American Pale Ale,6,5.43,45.12,1.053,1.012,5,BIAB,272,2,0.0,Gal,117222,oldelcaminobrewing,7,60,1.046,0.35,,,,,,09/03/2018 02:29 PM,https://www.brewersfriend.com/homebrew/recipe/view/699829/12th-of-never-clone-working-,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/117222,65,,Specific Gravity
3047,Bavarian Gold,International Pale Lager,2,4.87,21.93,1.05,1.013,3,All Grain,50,2,0.0,L,177421,AndrewB,26.2,60,1.042,1.75,10 , C,Keg,,,09/03/2018 02:51 AM,https://www.brewersfriend.com/homebrew/recipe/view/699661/bavarian-gold,https://www.brewersfriend.com/styles/international-pale-lager/,https://www.brewersfriend.com/homebrew/brewer/177421,75,3,Specific Gravity
3048,Lavender Lemon Pale Ale,Specialty IPA: New England IPA,5.7,5.89,28.57,1.062,1.017,4,Extract,161,2,0.0,Gal,136148,CantStopWontStopHelpICantStop,3.5,60,1.1,0.35,73 , F,,,,09/02/2018 08:27 PM,https://www.brewersfriend.com/homebrew/recipe/view/699535/lavender-lemon-pale-ale,https://www.brewersfriend.com/styles/specialty-ipa-new-england-ipa/,https://www.brewersfriend.com/homebrew/brewer/136148,35,,Specific Gravity
3049,Fresh Squished IPA (AG Northern Brewer),American IPA,5.5,6.92,81.51,1.069,1.016,10,All Grain,159,2,0.0,Gal,1100,kblankenship11,7,60,1.054,0.35,65 , F,,,,09/02/2018 07:36 PM,https://www.brewersfriend.com/homebrew/recipe/view/699519/fresh-squished-ipa-ag-northern-brewer-,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/1100,75,1.75,Specific Gravity
3050,SMaSH Wet,Blonde Ale,6,6.31,101.06,1.062,1.014,6,All Grain,89,2,0.0,Gal,43549,RWWMaine,8.56,60,1.043,,,,,,,09/02/2018 02:26 PM,https://www.brewersfriend.com/homebrew/recipe/view/699393/smash-wet,https://www.brewersfriend.com/styles/blonde-ale/,https://www.brewersfriend.com/homebrew/brewer/43549,75,1.25,Specific Gravity
3051,The dark hulla norrgård,Schwarzbier,2,4.92,22.16,1.047,1.009,22,All Grain,73,2,0.0,L,179446,Hopsan,28,60,1.037,1.5,15 , C,,,,09/02/2018 07:07 AM,https://www.brewersfriend.com/homebrew/recipe/view/699290/the-dark-hulla-norrgrd,https://www.brewersfriend.com/styles/schwarzbier/,https://www.brewersfriend.com/homebrew/brewer/179446,70,3.4,Specific Gravity
3052,B Hamster IPA,American IPA,5.5,6.73,88.16,1.065,1.014,5,All Grain,95,2,0.0,Gal,143014,Tom Soden,6.5,60,1.055,0.35,,,,,,09/01/2018 07:21 PM,https://www.brewersfriend.com/homebrew/recipe/view/699141/b-hamster-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/143014,70,1.7,Specific Gravity
3053,New England IPA,Specialty IPA: New England IPA,5.5,6.07,35.68,1.06,1.014,3,All Grain,136,2,0.0,Gal,,smkell,7.5,75,1.041,0.35,72 , F,,,,09/01/2018 05:56 PM,https://www.brewersfriend.com/homebrew/recipe/view/699091/new-england-ipa,https://www.brewersfriend.com/styles/specialty-ipa-new-england-ipa/,,65,1.5,Specific Gravity
3054,Guava Catharina Sour,Wild Specialty Beer,1,5.23,0,1.05,1.01,3,All Grain,269,2,0.0,L,71574,HKirkham,24,60,1.037,0.75,19 , C,,,,09/01/2018 03:52 PM,https://www.brewersfriend.com/homebrew/recipe/view/699046/guava-catharina-sour,https://www.brewersfriend.com/styles/wild-specialty-beer/,https://www.brewersfriend.com/homebrew/brewer/71574,65,3,Specific Gravity
3055,Slouchtoberfest,Oktoberfest/Märzen,5.5,5.51,18.29,1.055,1.013,12,All Grain,69,2,0.0,Gal,141402,rnjoe23,7.5,60,1.04,,55 , F,,,,09/01/2018 01:04 PM,https://www.brewersfriend.com/homebrew/recipe/view/698967/slouchtoberfest,https://www.brewersfriend.com/styles/oktoberfest-marzen/,https://www.brewersfriend.com/homebrew/brewer/141402,70,1.5,Specific Gravity
3056,One,American Light Lager,1,2.33,59.03,1.023,1.005,4,BIAB,62,2,0.0,L,190397,MullerSco,13,60,1.017,,18 , C,,,,09/01/2018 03:57 AM,https://www.brewersfriend.com/homebrew/recipe/view/698876/one,https://www.brewersfriend.com/styles/american-light-lager/,https://www.brewersfriend.com/homebrew/brewer/190397,35,,Specific Gravity
3057,dr smurto golden ale,American Pale Ale,2,5.48,27.84,1.05,1.009,6,BIAB,129,2,0.0,L,,,28.5,60,1.041,,,,,,,09/01/2018 02:42 AM,https://www.brewersfriend.com/homebrew/recipe/view/698854/dr-smurto-golden-ale,https://www.brewersfriend.com/styles/american-pale-ale/,,75,,Specific Gravity
