,title,style,size,ABV,IBU,OG,FG,color,method,views,brewed,rating,size_unit,author,author_name,boil_size,boil_time,boil_grav,pitch_rate,temp_prim,temp_unit,prim_method,prim_amount,prim_amount_unit,creation_date,url_beer,url_style,url_author,efficiency,mash_thick,sugar_scale
6335,Heel Click'n Wit 2,American Wheat or Rye Beer,2.25,2.15,10.16,1.023,1.006,2,BIAB,1546,2,0.0,Gal,,brewcitydrew,3.25,60,,,,,Corn Sugar,,,10/20/2012 02:16 AM,https://www.brewersfriend.com/homebrew/recipe/view/21516/heel-click-n-wit-2,https://www.brewersfriend.com/styles/american-wheat-or-rye-beer/,,75,,Specific Gravity
6336,Wee Wish You a Merry Christmas,Strong Scotch Ale,7.5,8.18,35.82,1.086,1.024,21,All Grain,1860,2,0.0,Gal,1990,JoelG11,10.5,90,,,,,,,,10/17/2012 10:17 PM,https://www.brewersfriend.com/homebrew/recipe/view/21324/wee-wish-you-a-merry-christmas,https://www.brewersfriend.com/styles/strong-scotch-ale/,https://www.brewersfriend.com/homebrew/brewer/1990,72,,Specific Gravity
6337,Lucky's Red & Snarly,American IPA,5.5,5.56,86,1.061,1.019,10,Extract,4175,2,0.0,Gal,2684,Magpye,3,60,,,,,,,,10/17/2012 03:05 AM,https://www.brewersfriend.com/homebrew/recipe/view/21269/lucky-s-red-snarly,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/2684,65,,Specific Gravity
6338,Smoked Pale,American Amber Ale,6,4.97,12.55,1.052,1.014,8,All Grain,2224,2,0.0,Gal,,Bok,6.75,60,1.046,1.0,68 , F,,,,10/16/2012 10:30 PM,https://www.brewersfriend.com/homebrew/recipe/view/21249/smoked-pale,https://www.brewersfriend.com/styles/american-amber-ale/,,66,,Specific Gravity
6339,Country Lane Old Ale,Old Ale,5.5,8.31,43.66,1.087,1.023,10,Extract,1433,2,0.0,Gal,2684,Magpye,3,60,,,,,,,,10/15/2012 02:25 AM,https://www.brewersfriend.com/homebrew/recipe/view/21092/country-lane-old-ale,https://www.brewersfriend.com/styles/old-ale/,https://www.brewersfriend.com/homebrew/brewer/2684,70,,Specific Gravity
6340,Plezenske Pivo,Bohemian Pilsener,2,4.86,39.79,1.05,1.014,3,All Grain,1713,2,0.0,L,,StuBrew,29,60,,1.5,11 , C,,,,10/14/2012 09:03 PM,https://www.brewersfriend.com/homebrew/recipe/view/21056/plezenske-pivo,https://www.brewersfriend.com/styles/bohemian-pilsener/,,80,,Specific Gravity
6341,Celebration Clone,American IPA,5.5,5.85,85.27,1.062,1.017,10,All Grain,1248,2,0.0,Gal,1345,The Brew Mentor,7,60,,,,,,,,10/14/2012 05:07 PM,https://www.brewersfriend.com/homebrew/recipe/view/21034/celebration-clone,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/1345,70,,Specific Gravity
6342,HellaNutella Imperial Milk Stout,Russian Imperial Stout,1,8.98,61.1,1.089,1.021,40,Extract,4205,2,0.0,Gal,3785,Sluggo,14,60,,,,,Corn Sugar,6.6oz,to,10/14/2012 05:04 PM,https://www.brewersfriend.com/homebrew/recipe/view/21032/hellanutella-imperial-milk-stout,https://www.brewersfriend.com/styles/russian-imperial-stout/,https://www.brewersfriend.com/homebrew/brewer/3785,25,,Specific Gravity
6343,CORMAC- O.E.W'S STOUT,American Stout,1,6.08,34.25,1.063,1.017,40,All Grain,661,2,0.0,Gal,,Willie P,11,60,,,,,,,,10/14/2012 01:38 PM,https://www.brewersfriend.com/homebrew/recipe/view/21007/cormac-o-e-w-s-stout,https://www.brewersfriend.com/styles/american-stout/,,85,,Specific Gravity
6344,Double IPA - Simcoe/Centennial,Imperial IPA,1,8.6,241.38,1.073,1.007,8,All Grain,2800,2,0.0,Gal,380,liquid bread brewery,17,90,,,,,,,,10/13/2012 11:53 PM,https://www.brewersfriend.com/homebrew/recipe/view/20964/double-ipa-simcoe-centennial,https://www.brewersfriend.com/styles/imperial-ipa/,https://www.brewersfriend.com/homebrew/brewer/380,70,,Specific Gravity
6345,Cushing House Pale,American Pale Ale,5.5,5.54,73.48,1.056,1.014,11,All Grain,852,2,0.0,Gal,,hipHopopotamus,7.5,60,,,,,,,,10/13/2012 05:33 PM,https://www.brewersfriend.com/homebrew/recipe/view/20933/cushing-house-pale,https://www.brewersfriend.com/styles/american-pale-ale/,,64,,Specific Gravity
6346,Strong Tripel,Belgian Tripel,5.5,9.08,32.15,1.096,1.027,6,Extract,1455,2,0.0,Gal,4460,Toup,3.5,60,,,,,,,,10/12/2012 03:10 PM,https://www.brewersfriend.com/homebrew/recipe/view/20837/strong-tripel,https://www.brewersfriend.com/styles/belgian-tripel/,https://www.brewersfriend.com/homebrew/brewer/4460,25,,Specific Gravity
6347,Rocking Chair Bourbon Stout,Oatmeal Stout,1,5.39,36.01,1.055,1.014,36,All Grain,1579,2,0.0,Gal,1990,JoelG11,12.6,60,,,,,,,,10/08/2012 08:07 PM,https://www.brewersfriend.com/homebrew/recipe/view/20520/rocking-chair-bourbon-stout,https://www.brewersfriend.com/styles/oatmeal-stout/,https://www.brewersfriend.com/homebrew/brewer/1990,75,,Specific Gravity
6348,Almostentinus,Dunkelweizen,5,8.25,12.55,1.082,1.019,14,Extract,1431,2,0.0,Gal,3464,Tres,3,60,,,,,Corn sugar,5oz,,10/07/2012 11:39 PM,https://www.brewersfriend.com/homebrew/recipe/view/20464/almostentinus,https://www.brewersfriend.com/styles/dunkelweizen/,https://www.brewersfriend.com/homebrew/brewer/3464,75,,Specific Gravity
6349,Belgian Tripel,Belgian Tripel,7.5,9.42,41.93,1.082,1.01,4,All Grain,6710,2,0.0,Gal,1569,BrewHop,7.5,90,1.068,,,,,,,10/05/2012 05:51 PM,https://www.brewersfriend.com/homebrew/recipe/view/20262/belgian-tripel,https://www.brewersfriend.com/styles/belgian-tripel/,https://www.brewersfriend.com/homebrew/brewer/1569,73,,Specific Gravity
6350,Bilger's Gate Barleywine,American Barleywine,5.75,10.11,84.19,1.092,1.021,13,Extract,1046,2,0.0,Gal,378,bilhelm96,6.75,60,1.078,1.0,68 , F,,,,10/04/2012 05:31 PM,https://www.brewersfriend.com/homebrew/recipe/view/20163/bilger-s-gate-barleywine,https://www.brewersfriend.com/styles/american-barleywine/,https://www.brewersfriend.com/homebrew/brewer/378,70,,Specific Gravity
6351,Emily's Pumpkin Ale,Dunkelweizen,5.5,5.32,16.84,1.054,1.014,9,All Grain,1397,2,0.0,Gal,396,rgrosholz,7.5,90,,,,,CO,30,lbs,10/04/2012 01:06 AM,https://www.brewersfriend.com/homebrew/recipe/view/20119/emily-s-pumpkin-ale,https://www.brewersfriend.com/styles/dunkelweizen/,https://www.brewersfriend.com/homebrew/brewer/396,75,,Specific Gravity
6352,PinStripe Ale,American Pale Ale,5.5,5.24,36.04,1.055,1.016,16,All Grain,1014,2,0.0,Gal,4192,JLS,7.5,60,,,,,,,,10/03/2012 03:49 PM,https://www.brewersfriend.com/homebrew/recipe/view/20078/pinstripe-ale,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/4192,70,,Specific Gravity
6353,Garage Floor Pale Ale,American Pale Ale,5,4.6,67.29,1.047,1.012,6,Extract,744,2,0.0,Gal,4010,Brewer406,3,60,,,,,,,,10/03/2012 03:38 AM,https://www.brewersfriend.com/homebrew/recipe/view/20041/garage-floor-pale-ale,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/4010,70,,Specific Gravity
6354,Barrister's Milk Chocolate Java Stout,Sweet Stout,5.5,8.13,27.95,1.09,1.028,40,All Grain,1088,2,0.0,Gal,2582,jaddunc,6.5,70,1.07,0.75,69 , F,,,,09/30/2012 07:29 PM,https://www.brewersfriend.com/homebrew/recipe/view/19785/barrister-s-milk-chocolate-java-stout,https://www.brewersfriend.com/styles/sweet-stout/,https://www.brewersfriend.com/homebrew/brewer/2582,73,1.5,Specific Gravity
6355,Brown Carmel,Northern English Brown,5,5.48,25.29,1.056,1.014,19,All Grain,886,2,0.0,Gal,,Eric Sutton,6.5,60,,,,,Corn Sugar,4,oz.,09/30/2012 02:31 AM,https://www.brewersfriend.com/homebrew/recipe/view/19720/brown-carmel,https://www.brewersfriend.com/styles/northern-english-brown/,,75,,Specific Gravity
6356,Balmain Brown,Northern English Brown,2,6.21,24.6,1.063,1.016,18,All Grain,1264,2,0.0,L,,mitchest,11,60,,,,,,,,09/25/2012 10:30 PM,https://www.brewersfriend.com/homebrew/recipe/view/19365/balmain-brown,https://www.brewersfriend.com/styles/northern-english-brown/,,64,,Specific Gravity
6357,Christmas Beer,Holiday/Winter Special Spiced Beer,5.5,8.04,40.15,1.08,1.018,28,Extract,3719,2,0.0,Gal,,Comahawk,3,60,,,,,Dextrose,3/4,Cup,09/23/2012 06:45 PM,https://www.brewersfriend.com/homebrew/recipe/view/19182/christmas-beer,https://www.brewersfriend.com/styles/holiday-winter-special-spiced-beer/,,70,,Specific Gravity
6358,Jack O' Lantern Ale 2,"Spice, Herb, or Vegetable Beer",6,6.24,50.57,16.4677,5.05491,14,All Grain,897,2,0.0,Gal,1050,jasonholden,7.5,90,13.3,,69 , F,,,,09/22/2012 04:26 PM,https://www.brewersfriend.com/homebrew/recipe/view/19072/jack-o-lantern-ale-2,https://www.brewersfriend.com/styles/spice-herb-or-vegetable-beer/,https://www.brewersfriend.com/homebrew/brewer/1050,61,1.5,Plato
6359,Pumpkin Chai Ale,American Brown Ale,5.5,11.38,27.3,1.116,1.029,20,All Grain,1038,2,0.0,Gal,,Peter Winstanley,7.5,60,1.085,,,,,,,09/18/2012 07:59 AM,https://www.brewersfriend.com/homebrew/recipe/view/18679/pumpkin-chai-ale,https://www.brewersfriend.com/styles/american-brown-ale/,,70,,Specific Gravity
6360,The Empire Strikes Black,Sweet Stout,5.5,6.11,49.5,1.068,1.021,50,All Grain,1672,2,0.0,Gal,1186,dpatrickv,7.5,60,1.05,,,,,,,09/17/2012 07:18 PM,https://www.brewersfriend.com/homebrew/recipe/view/18628/the-empire-strikes-black,https://www.brewersfriend.com/styles/sweet-stout/,https://www.brewersfriend.com/homebrew/brewer/1186,70,,Specific Gravity
6361,Comoros Coffee Stout,American Stout,5,5.72,13.39,1.061,1.017,31,Extract,1659,2,0.0,Gal,3464,Tres,3,60,,,,,Corn sugar,5oz,,09/10/2012 01:24 AM,https://www.brewersfriend.com/homebrew/recipe/view/18017/comoros-coffee-stout,https://www.brewersfriend.com/styles/american-stout/,https://www.brewersfriend.com/homebrew/brewer/3464,80,,Specific Gravity
6362,Fresh-Hop Amber,American Amber Ale,1,5.88,30.52,1.059,1.014,13,All Grain,1280,2,0.0,Gal,1990,JoelG11,12.7,60,,,,,,,,09/05/2012 04:55 PM,https://www.brewersfriend.com/homebrew/recipe/view/17615/fresh-hop-amber,https://www.brewersfriend.com/styles/american-amber-ale/,https://www.brewersfriend.com/homebrew/brewer/1990,80,,Specific Gravity
6363,Saison de Provence,Saison,5.25,4.73,26.06,1.044,1.008,3,All Grain,1533,2,0.0,Gal,217,grosbeak,7,60,1.033,,,,,,,09/03/2012 11:12 PM,https://www.brewersfriend.com/homebrew/recipe/view/17488/saison-de-provence,https://www.brewersfriend.com/styles/saison/,https://www.brewersfriend.com/homebrew/brewer/217,78,1.25,Specific Gravity
6364,Pliny the Elder Tribute,Imperial IPA,5.5,8.13,330.02,1.081,1.019,6,Extract,2316,2,0.0,Gal,820,dkortyka,6,90,,,,,,,,08/31/2012 02:09 AM,https://www.brewersfriend.com/homebrew/recipe/view/17165/pliny-the-elder-tribute,https://www.brewersfriend.com/styles/imperial-ipa/,https://www.brewersfriend.com/homebrew/brewer/820,70,,Specific Gravity
6365,Kranky Kolsch,Kölsch,5.5,5.14,25.18,1.052,1.013,3,All Grain,1709,2,0.0,Gal,,helibrewer,7,90,,,,,Keg,,,08/29/2012 05:40 PM,https://www.brewersfriend.com/homebrew/recipe/view/17058/kranky-kolsch,https://www.brewersfriend.com/styles/kolsch/,,70,,Specific Gravity
6366,Lionheart's Celtic Brown Ale,Southern English Brown,5,5.27,24.68,1.057,1.016,27,All Grain,1432,2,0.0,Gal,2944,Lionheart,3,60,1.094,,60 , F,Force carb,30,psi,08/28/2012 10:21 PM,https://www.brewersfriend.com/homebrew/recipe/view/17021/lionheart-s-celtic-brown-ale,https://www.brewersfriend.com/styles/southern-english-brown/,https://www.brewersfriend.com/homebrew/brewer/2944,65,1.25,Specific Gravity
6367,MacEanruig's Beinn Dubhar Leann Fraoch,"Spice, Herb, or Vegetable Beer",5.5,8.52,54.66,1.091,1.027,6,All Grain,941,2,0.0,Gal,1809,WildHighlander,7.381,90,,,,,,,,08/27/2012 07:55 PM,https://www.brewersfriend.com/homebrew/recipe/view/16930/maceanruig-s-beinn-dubhar-leann-fraoch,https://www.brewersfriend.com/styles/spice-herb-or-vegetable-beer/,https://www.brewersfriend.com/homebrew/brewer/1809,75,,Specific Gravity
6368,BiggHausBell's Clone,American IPA,5.5,6.37,43.68,1.061,1.013,5,BIAB,941,2,0.0,Gal,1426,BiggHaus,7,75,,,,,,,,08/24/2012 03:42 AM,https://www.brewersfriend.com/homebrew/recipe/view/16656/bigghausbell-s-clone,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/1426,70,,Specific Gravity
6369,Dark Lightnin' Barleywine,American Barleywine,7,13.25,52.99,1.13,1.029,24,All Grain,2850,2,0.0,Gal,2568,LenTex,8.5,60,1.107,,,,,,,08/23/2012 02:51 AM,https://www.brewersfriend.com/homebrew/recipe/view/16593/dark-lightnin-barleywine,https://www.brewersfriend.com/styles/american-barleywine/,https://www.brewersfriend.com/homebrew/brewer/2568,75,1.25,Specific Gravity
6370,Oktoberfest/Marzen,Oktoberfest/Märzen,5,7.57,9.94,1.085,1.028,12,Partial Mash,2501,2,0.0,Gal,,clinto30,5,60,,,,,,,,08/20/2012 07:00 PM,https://www.brewersfriend.com/homebrew/recipe/view/16405/oktoberfest-marzen,https://www.brewersfriend.com/styles/oktoberfest-marzen/,,70,,Specific Gravity
6371,Awesome Recipe,Cream Ale,5.5,6.1,35,1.065,1.018,9,All Grain,1071,2,0.0,Gal,,yeast,7,60,,,,,,,,08/20/2012 12:44 AM,https://www.brewersfriend.com/homebrew/recipe/view/16352/awesome-recipe,https://www.brewersfriend.com/styles/cream-ale/,,70,,Specific Gravity
6372,Bruxelles Blonde Clone (?),Belgian Pale Ale,1,5.63,19.2,1.056,1.013,4,All Grain,6538,2,0.0,Gal,2824,rolandblais,1.25,60,,,,,Honey,3,TB,08/17/2012 11:40 PM,https://www.brewersfriend.com/homebrew/recipe/view/16167/bruxelles-blonde-clone-,https://www.brewersfriend.com/styles/belgian-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/2824,70,,Specific Gravity
6373,Double Honey Saison,Belgian Blond Ale,1,9.2,64.04,1.088,1.018,10,All Grain,3786,2,0.0,Gal,2962,KnotCurser,1.5,60,1.058,,,,,,,08/08/2012 09:42 PM,https://www.brewersfriend.com/homebrew/recipe/view/15620/double-honey-saison,https://www.brewersfriend.com/styles/belgian-blond-ale/,https://www.brewersfriend.com/homebrew/brewer/2962,75,,Specific Gravity
6374,Amarillo Ringer IPA,American IPA,5.5,6.31,70.55,1.064,1.016,7,BIAB,1175,2,0.0,Gal,898,elcapitanbrewing,7.5,60,,,,,,,,08/07/2012 10:48 PM,https://www.brewersfriend.com/homebrew/recipe/view/15575/amarillo-ringer-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/898,80,,Specific Gravity
6375,Fall Ale,Northern English Brown,5.5,5.93,22.22,1.059,1.014,17,All Grain,1363,2,0.0,Gal,396,rgrosholz,8,90,,,,,CO,10,lbs,08/05/2012 01:25 PM,https://www.brewersfriend.com/homebrew/recipe/view/15428/fall-ale,https://www.brewersfriend.com/styles/northern-english-brown/,https://www.brewersfriend.com/homebrew/brewer/396,75,,Specific Gravity
6376,Mini-Monkey,Belgian Golden Strong Ale,5.5,7.93,21.15,1.081,1.02,8,All Grain,1044,2,0.0,Gal,,Troy,6.5,60,,,,,,,,08/03/2012 08:23 AM,https://www.brewersfriend.com/homebrew/recipe/view/15307/mini-monkey,https://www.brewersfriend.com/styles/belgian-golden-strong-ale/,,75,,Specific Gravity
6377,New IPA,American IPA,5.5,5.76,47.27,1.061,1.017,6,All Grain,1376,2,0.0,Gal,1279,Eggertsville Brewhouse,7,60,,,,,,,,07/30/2012 04:12 PM,https://www.brewersfriend.com/homebrew/recipe/view/15085/new-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/1279,66,,Specific Gravity
6378,EBH Imperial Porter,Baltic Porter,1,9.16,102.79,1.092,1.022,36,All Grain,2444,2,0.0,Gal,1279,Eggertsville Brewhouse,12.5,90,,,,,,,,07/22/2012 06:15 PM,https://www.brewersfriend.com/homebrew/recipe/view/14642/ebh-imperial-porter,https://www.brewersfriend.com/styles/baltic-porter/,https://www.brewersfriend.com/homebrew/brewer/1279,75,,Specific Gravity
6379,Milk Stout - Espresso Coffee,Sweet Stout,1,5.86,32.75,1.06,1.015,40,All Grain,4477,2,0.0,Gal,380,liquid bread brewery,14,90,,,,,,,,07/20/2012 02:18 AM,https://www.brewersfriend.com/homebrew/recipe/view/14480/milk-stout-espresso-coffee,https://www.brewersfriend.com/styles/sweet-stout/,https://www.brewersfriend.com/homebrew/brewer/380,70,,Specific Gravity
6380,Traditional German Hefeweizen,Weizen/Weissbier,1,5.13,8.74,1.051,1.012,3,All Grain,10675,2,0.0,Gal,380,liquid bread brewery,14,90,,,,,,,,07/20/2012 02:02 AM,https://www.brewersfriend.com/homebrew/recipe/view/14478/traditional-german-hefeweizen,https://www.brewersfriend.com/styles/weizen-weissbier/,https://www.brewersfriend.com/homebrew/brewer/380,72,,Specific Gravity
6381,Traditional Berliner Weisse,Berliner Weisse,1,3.87,6.13,1.039,1.01,2,All Grain,9263,2,0.0,Gal,380,liquid bread brewery,14,45,,,,,,,,07/19/2012 12:09 AM,https://www.brewersfriend.com/homebrew/recipe/view/14426/traditional-berliner-weisse,https://www.brewersfriend.com/styles/berliner-weisse/,https://www.brewersfriend.com/homebrew/brewer/380,72,,Specific Gravity
6382,EBH Morning Sun IPA,American IPA,1,7.17,81.24,1.068,1.014,9,All Grain,2104,2,0.0,Gal,1279,Eggertsville Brewhouse,12.5,90,,,,,,,,07/14/2012 07:01 PM,https://www.brewersfriend.com/homebrew/recipe/view/14175/ebh-morning-sun-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/1279,66,,Specific Gravity
6383,Smoked Porter Clone,Other Smoked Beer,5,6.05,61.97,1.064,1.02,36,Partial Mash,2557,2,0.0,Gal,,Petitte / Daniel / Niko,3.5,60,,,,,Dextrose,4.5oz,,07/13/2012 05:16 PM,https://www.brewersfriend.com/homebrew/recipe/view/14097/smoked-porter-clone,https://www.brewersfriend.com/styles/other-smoked-beer/,,70,,Specific Gravity
6384,Chocolate Mint Stout,American Stout,2,8.08,50.44,1.087,1.025,31,All Grain,8430,2,0.0,Gal,,13Devils,2.5,60,,,,,Corn Sugar,42.9,g,07/09/2012 08:39 PM,https://www.brewersfriend.com/homebrew/recipe/view/13843/chocolate-mint-stout,https://www.brewersfriend.com/styles/american-stout/,,70,,Specific Gravity
6385,Citra Pale Ale CPA,American Pale Ale,5.5,4.97,64.09,1.05,1.013,4,All Grain,1884,2,5.0,Gal,,earlingy,7,65,1.039,,70 , F,bottle with corn sugar,7/8,cup,07/08/2012 05:47 PM,https://www.brewersfriend.com/homebrew/recipe/view/13722/citra-pale-ale-cpa,https://www.brewersfriend.com/styles/american-pale-ale/,,70,1.25,Specific Gravity
6386,Nut Brown Ale,Northern English Brown,5.5,5.57,24.49,1.055,1.013,16,All Grain,2952,2,0.0,Gal,1845,geohound,7,60,,,,,,,,07/08/2012 11:49 AM,https://www.brewersfriend.com/homebrew/recipe/view/13705/nut-brown-ale,https://www.brewersfriend.com/styles/northern-english-brown/,https://www.brewersfriend.com/homebrew/brewer/1845,70,,Specific Gravity
6387,Tony's Domination (Total Domination Clone),American IPA,5,6.81,191.27,1.072,1.02,16,All Grain,1488,2,0.0,Gal,2294,tonymarcus1117,6.5,60,,,,,Corn Sugar,3/4,cup,07/08/2012 09:35 AM,https://www.brewersfriend.com/homebrew/recipe/view/13701/tony-s-domination-total-domination-clone-,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/2294,70,,Specific Gravity
6388,Easy Summer Wheat,Weizen/Weissbier,5,4.59,22.23,1.048,1.013,3,All Grain,1623,2,0.0,Gal,2381,Al,6.5,60,,,,,,,,07/07/2012 07:22 PM,https://www.brewersfriend.com/homebrew/recipe/view/13651/easy-summer-wheat,https://www.brewersfriend.com/styles/weizen-weissbier/,https://www.brewersfriend.com/homebrew/brewer/2381,70,,Specific Gravity
6389,For the Ladies,Fruit Beer,1,7.86,72.57,1.077,1.017,8,All Grain,1804,2,0.0,L,2373,ChilliMayne,20,60,,,,,Coopers Carbonation Drops ,5,per,07/07/2012 01:00 PM,https://www.brewersfriend.com/homebrew/recipe/view/13628/for-the-ladies,https://www.brewersfriend.com/styles/fruit-beer/,https://www.brewersfriend.com/homebrew/brewer/2373,70,,Specific Gravity
6390,Extra Light American Ale,American Pale Ale,5,4.7,10.08,1.047,1.011,3,Extract,1189,2,0.0,Gal,,clinto30,6,60,,,,,,,,07/04/2012 03:12 PM,https://www.brewersfriend.com/homebrew/recipe/view/13393/extra-light-american-ale,https://www.brewersfriend.com/styles/american-pale-ale/,,70,,Specific Gravity
6391,Wedding Citra,American Pale Ale,1,4.61,47.12,1.046,1.011,3,All Grain,880,2,0.0,Gal,2321,BlackBus,12.5,50,,,,,,,,07/03/2012 03:50 PM,https://www.brewersfriend.com/homebrew/recipe/view/13320/wedding-citra,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/2321,75,,Specific Gravity
6392,Wake N Bake,Russian Imperial Stout,6,9.42,44.4,1.088,1.016,40,All Grain,1629,2,0.0,Gal,66,jammin,8,90,,,,,,,,07/01/2012 09:21 PM,https://www.brewersfriend.com/homebrew/recipe/view/13205/wake-n-bake,https://www.brewersfriend.com/styles/russian-imperial-stout/,https://www.brewersfriend.com/homebrew/brewer/66,75,,Specific Gravity
6393,Bourbon Barrel Porter,Wood-Aged Beer,5.5,6.29,57.74,1.067,1.02,40,BIAB,4114,2,0.0,Gal,898,elcapitanbrewing,7,60,,,,,,,,07/01/2012 08:45 PM,https://www.brewersfriend.com/homebrew/recipe/view/13201/bourbon-barrel-porter,https://www.brewersfriend.com/styles/wood-aged-beer/,https://www.brewersfriend.com/homebrew/brewer/898,80,,Specific Gravity
6394,Man Chester Strong Ale,Old Ale,5.5,8.41,40.39,1.089,1.025,15,Extract,875,2,0.0,Gal,2301,the mad zymurgist,3,60,,,,,,,,07/01/2012 05:39 AM,https://www.brewersfriend.com/homebrew/recipe/view/13148/man-chester-strong-ale,https://www.brewersfriend.com/styles/old-ale/,https://www.brewersfriend.com/homebrew/brewer/2301,70,,Specific Gravity
6395,Edgewood Amber IPA IV10Gal,American Amber Ale,1,6.06,114.43,1.057,1.011,15,All Grain,1182,2,0.0,Gal,1632,sscoter,13.5,60,1.046,0.75,,,,,,06/30/2012 05:28 PM,https://www.brewersfriend.com/homebrew/recipe/view/13111/edgewood-amber-ipa-iv10gal,https://www.brewersfriend.com/styles/american-amber-ale/,https://www.brewersfriend.com/homebrew/brewer/1632,70,,Specific Gravity
6396,Holy Hell Honey Wheat Porter,Specialty Beer,5,14.1,11.72,1.123,1.029,40,Partial Mash,1676,2,0.0,Gal,2294,tonymarcus1117,3,60,,,,,Corn Sugar,3/4,cup,06/30/2012 03:42 PM,https://www.brewersfriend.com/homebrew/recipe/view/13103/holy-hell-honey-wheat-porter,https://www.brewersfriend.com/styles/specialty-beer/,https://www.brewersfriend.com/homebrew/brewer/2294,70,,Specific Gravity
